id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date,status,gender,job_title
37540,Edgardo Espinoza Miranda,1984-07-13,Operations,edgardo.espinoza@coddiy.com,569-15334425,35175.36,Traiguén,2022-09-14,,Active,Male,Production Planner
12499,Cindy Denise Pizarro Barrientos,1983-12-01,Operations,cindy.pizarro@coddiy.com,569-74723916,47197.46,Los Álamos,2022-07-23,2025-02-04,Inactive,Male,Production Planner
51505,Josefa Vilches Pizarro,1988-12-15,Sales,josefa.vilches@coddiy.com,569-42017391,44607.63,Coihueco,2023-10-04,,Active,Female,Channel Sales Manager
81386,Isabel Mónica Cea Leiva,1994-04-09,Marketing,isabel.cea@coddiy.com,569-81369138,39453.63,Guaitecas,2025-01-09,,Active,Female,Email Marketing Coordinator
55062,Alfredo Héctor Figueroa Fernández,1974-10-07,Operations,alfredo.figueroa@coddiy.com,569-31064288,34766.75,Pinto,2020-05-18,,Active,Male,Supply Chain Analyst
30247,Jesús Ramírez,1995-03-05,Sales,jesus.ramirez@coddiy.com,569-62954052,49541.59,Algarrobo,2025-03-28,2025-03-28,Inactive,Male,Sales Engineer
7757,Horacio Alejandro Aguayo Peña,1983-02-11,IT,horacio.aguayo@coddiy.com,569-24032448,45394.9,San Felipe,2022-05-14,2024-08-03,Inactive,Male,IT Consultant
55872,Jorge Dinamarca,1976-06-23,Marketing,jorge.dinamarca@coddiy.com,569-60498697,45180.59,Camarones,2020-10-13,,Active,Male,PPC Specialist
34462,Maite Ana Lagos Hormazábal,1974-11-09,Sales,maite.lagos@coddiy.com,569-24531372,35429.3,Maipú,2020-05-26,2024-12-01,Inactive,Male,Sales Representative
46908,José Hugo Hernández Farías,1975-01-06,IT,jose.hernandez@coddiy.com,569-64588440,45339.66,Cobquecura,2020-06-08,,Active,Male,Network Administrator
79467,Narciso Toloza,1981-06-16,Finance,narciso.toloza@coddiy.com,569-64714664,39171.24,Lonquimay,2021-12-21,,Active,Male,Financial Analyst
55414,Benjamín Bastián Gómez Zamorano,1988-08-07,Human Resources,benjamin.gomez@coddiy.com,569-83268444,43274.3,Mejillones,2023-09-03,,Active,Male,HR Director
2113,Matías Wladimir Parra Villarroel,1974-06-14,Sales,matias.parra@coddiy.com,569-72385785,48397.74,Pencahue,2020-04-20,,Active,Male,Customer Success Manager
13941,Sofía Palma García,1988-03-22,IT,sofia.palma@coddiy.com,569-80519273,32888.89,Corral,2023-08-01,,Active,Female,Business Intelligence Analyst
9195,Magaly Cárdenas Roa,1985-03-30,Finance,magaly.cardenas@coddiy.com,569-78526294,41653.69,San Joaquín,2022-11-15,2024-11-16,Inactive,Male,Cost Analyst
57836,Jorge Correa Medina,1977-05-14,Sales,jorge.correa@coddiy.com,569-32466588,33716.94,Rengo,2020-12-30,,Active,Male,Area Sales Manager
51607,Germán Luis Márquez Bahamonde,1990-11-29,Human Resources,german.marquez@coddiy.com,569-58514244,44822.01,La Cruz,2024-03-22,,Active,Male,HR Director
15600,Ignacio Sebastián Delgado Pinto,1987-04-01,Operations,ignacio.delgado@coddiy.com,569-21966776,46714.72,Curanilahue,2023-05-09,,Active,Male,Demand Planner
59438,Cristian Raúl Rocha Beltrán,1990-03-13,Marketing,cristian.rocha@coddiy.com,569-17629613,49798.3,Corral,2024-01-20,2024-07-11,Inactive,Male,Growth Marketing Manager
9019,Marianela Amparo Sánchez Díaz,1981-06-05,Human Resources,marianela.sanchez@coddiy.com,569-13634746,34803.19,Yungay,2021-12-18,,Active,Female,People Operations Specialist
64780,José Pérez Espinoza,1994-04-12,Finance,jose.perez@coddiy.com,569-98448321,36561.21,San Fernando,2025-01-09,,Active,Male,Payroll Analyst
8308,Roberto Héctor Lagos Sanhueza,1994-02-08,Operations,roberto.lagos@coddiy.com,569-30758174,31634.19,Treguaco,2024-12-25,,Active,Male,Quality Assurance Coordinator
1342,Gaspar Jorge Concha Arcos,1980-10-03,Human Resources,gaspar.concha@coddiy.com,569-31828894,47983.33,Purén,2021-10-21,2024-12-01,Inactive,Male,Compensation and Benefits Analyst
82293,Sara Pérez,1977-07-10,IT,sara.perez@coddiy.com,569-28294591,36171.56,Providencia,2021-01-13,,Active,Female,Solutions Architect
3787,Paz Álvarez Aguilera,1977-02-14,Sales,paz.alvarez@coddiy.com,569-24193215,44603.91,Calle Larga,2020-12-09,,Active,Male,Territory Manager
30957,Samantha Rose Rodríguez Alfaro,1974-09-11,Operations,samantha.rodriguez@coddiy.com,569-95437185,47400.75,Los Lagos,2020-05-12,2024-04-14,Inactive,Female,Demand Planner
56806,Reynaldo Felipe Cárdenas Espinoza,1989-11-26,Sales,reynaldo.cardenas@coddiy.com,569-40179942,42938.35,Lo Barnechea,2023-12-26,,Active,Male,Business Development Executive
14040,Jaime Jorge Álvarez Urrutia,1981-03-30,Operations,jaime.alvarez@coddiy.com,569-54225643,33385.19,Doñihue,2021-12-02,,Active,Male,Logistics Specialist
83119,Jean Cristian Fredes Díaz,1989-12-16,Finance,jean.fredes@coddiy.com,569-13410465,36030.96,Combarbalá,2023-12-30,,Active,Male,Financial Analyst
20148,Cristian Pérez,1994-05-31,Sales,cristian.perez@coddiy.com,569-59770474,41580.79,Villa Alemana,2025-01-21,,Active,Male,Area Sales Manager
14867,María Lidia Valdebenito Domínguez,1991-09-05,Operations,maria.valdebenito@coddiy.com,569-44939846,30324.21,Chile Chico,2024-05-28,,Active,Female,Operations Manager
53861,Claudia Leiva,1984-07-18,Human Resources,claudia.leiva@coddiy.com,569-29869613,44709.34,María Pinto,2022-09-16,2023-11-12,Inactive,Female,Employee Relations Specialist
62831,Daniela Antonia Olguín Jorquera,1993-09-26,Operations,daniela.olguin@coddiy.com,569-93169793,41776.31,Vallenar,2024-11-23,,Active,Female,Plant Manager
37084,Alejandro Jiménez,1990-10-31,Human Resources,alejandro.jimenez@coddiy.com,569-58963699,34316.1,Rengo,2024-03-15,,Active,Male,Recruiter
57224,Gabriel Verdugo Muñoz,1974-12-31,Operations,gabriel.verdugo@coddiy.com,569-19260018,37408.49,Calera,2020-06-07,2024-10-28,Inactive,Male,Fleet Coordinator
12689,Deyanira Francisca Guerrero Mellado,1982-02-05,Finance,deyanira.guerrero@coddiy.com,569-71812325,47645.92,La Higuera,2022-02-15,2024-06-20,Inactive,Female,Accounts Receivable Specialist
42630,Jessica Catherine Morales Cornejo,1977-03-05,Finance,jessica.morales@coddiy.com,569-19653926,35043.1,Los Álamos,2020-12-13,,Active,Female,Revenue Analyst
50310,María Tamara Rubilar Barrios,1979-09-01,Human Resources,maria.rubilar@coddiy.com,569-97775457,42209.88,Casablanca,2021-07-18,,Active,Female,Diversity and Inclusion Manager
25649,Fernando Jaime Guerra Méndez,1977-12-29,Operations,fernando.guerra@coddiy.com,569-48126450,41981.8,Estación Central,2021-02-22,,Active,Male,Vendor Manager
76081,Samuel Víctor Mardones Henríquez,1978-05-05,Human Resources,samuel.mardones@coddiy.com,569-14746394,46602.92,Isla de Maipo,2021-03-25,2024-09-27,Inactive,Male,Talent Acquisition Specialist
28682,Abigail María Prieto Zapata,1988-05-27,Human Resources,abigail.prieto@coddiy.com,569-26066597,48041.35,Yungay,2023-08-17,,Active,Male,HR Business Partner
41453,Ana Quiroz Aburto,1981-06-15,Operations,ana.quiroz@coddiy.com,569-95636571,31283.79,Paillaco,2021-12-21,,Active,Female,Operations Analyst
3016,Gustavo Juan Campos Núñez,1976-03-19,Marketing,gustavo.campos@coddiy.com,569-36288043,44031.95,Colbún,2020-09-21,2021-08-17,Inactive,Male,Event Marketing Coordinator
17575,Gaspar Oliver Lagos Collao,1977-12-14,Sales,gaspar.lagos@coddiy.com,569-54945512,36649.72,Quinchao,2021-02-19,2022-09-18,Inactive,Male,Business Development Executive
4480,Claudia Paulina Acevedo Ortiz,1993-02-16,IT,claudia.acevedo@coddiy.com,569-61845520,36015.02,Santa María,2024-10-01,2025-03-08,Inactive,Female,Business Intelligence Analyst
81331,Valentino Robles Fuentes,1979-10-29,IT,valentino.robles@coddiy.com,569-93932091,34765.53,San José de Maipo,2021-08-01,,Active,Male,Systems Administrator
70667,Victoria Emilia Figueroa Varas,1976-10-14,Human Resources,victoria.figueroa@coddiy.com,569-13943060,31008.35,Lumaco,2020-11-10,,Active,Female,HR Compliance Officer
80649,Williams Benjamín Herrera Rojo,1987-02-22,Marketing,williams.herrera@coddiy.com,569-32643083,33030.42,San Antonio,2023-04-30,2024-04-04,Inactive,Male,Growth Marketing Manager
67653,Delia Fuentealba,1976-02-19,Sales,delia.fuentealba@coddiy.com,569-42358413,37330.7,San Ramón,2020-09-14,,Active,Female,Account Executive
35293,Isabel Claudia López Henríquez,1974-06-13,IT,isabel.lopez@coddiy.com,569-59367019,32092.76,Diego de Almagro,2020-04-20,,Active,Female,Full Stack Developer
53521,Carlos Vicente Salazar Rebolledo,1983-03-13,Marketing,carlos.salazar@coddiy.com,569-20382776,42398.04,Concepción,2022-05-21,,Active,Male,Content Marketing Manager
34288,José Oscar Verdugo Palacios,1990-06-28,Finance,jose.verdugo@coddiy.com,569-86660967,40308.76,San Fabián,2024-02-15,2024-03-18,Inactive,Male,Treasury Analyst
36502,Mario Wladimir Vidal Arredondo,1982-12-06,IT,mario.vidal@coddiy.com,569-30967281,33655.34,La Cruz,2022-04-28,,Active,Male,Business Intelligence Analyst
23845,Emily González,1986-01-16,Marketing,emily.gonzalez@coddiy.com,569-36591260,39073.91,Pelarco,2023-01-24,2023-12-02,Inactive,Male,Content Marketing Manager
22679,Maite Solange Riquelme Rodríguez,1991-02-14,Human Resources,maite.riquelme@coddiy.com,569-99859744,43508.77,Curacautín,2024-04-10,,Active,Male,Workforce Planning Analyst
11707,Gustavo Sebastián Angulo Segura,1983-05-17,Sales,gustavo.angulo@coddiy.com,569-56551819,39555.62,Traiguén,2022-06-06,,Active,Male,Sales Engineer
68572,Víctor Seguel Vásquez,1983-09-20,Sales,victor.seguel@coddiy.com,569-38455957,46692.22,Taltal,2022-07-06,2024-04-16,Inactive,Male,Channel Sales Manager
11481,Gricelda Meneses Jaramillo,1976-06-02,Finance,gricelda.meneses@coddiy.com,569-98961978,40124.95,Peñalolén,2020-10-09,,Active,Female,Compliance Analyst
20389,Valeska Tiare Gutiérrez Cisternas,1981-11-05,IT,valeska.gutierrez@coddiy.com,569-29915372,31614.46,Paiguano,2022-01-24,,Active,Female,Software Engineer
46384,Paulina Martínez Sandoval,1976-04-25,Marketing,paulina.martinez@coddiy.com,569-62427941,41632.72,Putaendo,2020-09-29,,Active,Female,Copywriter
1718,Jessica Eliana Rodríguez Fernández,1986-07-07,Human Resources,jessica.rodriguez@coddiy.com,569-58860750,38136.82,Puerto Montt,2023-03-06,2023-12-19,Inactive,Female,Labor Relations Specialist
51209,Miriam Isidora Muñoz Tapia,1976-12-28,Marketing,miriam.munoz@coddiy.com,569-39470685,31628.8,Torres del Paine,2020-11-27,,Active,Male,PR Manager
80139,Manuel Henríquez Bustos,1983-07-15,Operations,manuel.henriquez@coddiy.com,569-12576162,40332.07,Puerto Octay,2022-06-20,,Active,Male,Distribution Supervisor
76158,Carol Soto,1995-02-13,Human Resources,carol.soto@coddiy.com,569-98927860,43060.08,Punitaqui,2025-03-23,,Active,Male,HR Compliance Officer
62362,Laura Julieta Jofré Bustamante,1993-08-07,Marketing,laura.jofre@coddiy.com,569-89935368,44001.8,Limache,2024-11-11,,Active,Female,Social Media Manager
62853,Marina Labra Cabrera,1980-02-12,Finance,marina.labra@coddiy.com,569-47580724,47075.64,Lota,2021-08-26,,Active,Female,Finance Director
