id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date,status,gender,job_title
10955,Leonel Palacios Fernández,1981-04-03,Marketing,leonel.palacios@coddiy.com,569-52850469,31777.52,Lota,2021-12-03,2022-03-31,Inactive,Male,PPC Specialist
36266,Juan Benjamín Riffo Briceño,1989-09-17,Human Resources,juan.riffo@coddiy.com,569-49665542,48059.36,Chañaral,2023-12-09,,Active,Male,HR Business Partner
74743,Joaquín Máximo González Aravena,1982-07-06,IT,joaquin.gonzalez@coddiy.com,569-97779628,30593.7,Rengo,2022-03-22,,Active,Male,Machine Learning Engineer
64578,Catalina Ruiz,1977-06-06,IT,catalina.ruiz@coddiy.com,569-81699918,43095.83,Río Negro,2021-01-04,,Active,Female,IT Project Manager
47515,Francis Constanza Gómez Guerra,1988-02-07,Finance,francis.gomez@coddiy.com,569-84756468,33820.85,Saavedra,2023-07-22,,Active,Male,Accountant
44164,Genoveva Contreras,1979-05-18,Human Resources,genoveva.contreras@coddiy.com,569-69173923,37331.67,Hualqui,2021-06-23,,Active,Female,HR Data Analyst
63786,Emilio Becerra,1980-02-27,Marketing,emilio.becerra@coddiy.com,569-27560057,35510.85,Hualqui,2021-08-30,,Active,Male,Graphic Designer
2400,Leonor Vásquez,1987-03-23,Human Resources,leonor.vasquez@coddiy.com,569-75886649,34384.17,Tucapel,2023-05-06,,Active,Male,HR Manager
60265,Alonso Patricio Quijada Cortés,1988-09-01,Finance,alonso.quijada@coddiy.com,569-94765036,33611.5,Vilcún,2023-09-09,,Active,Male,Accounts Receivable Specialist
72611,Benjamín Ramírez-Rosales,1975-11-08,IT,benjamin.ramirez-rosales@coddiy.com,569-83449840,34310.8,Fresia,2020-08-20,,Active,Male,Frontend Developer
48506,Leslie Isabel Mansilla Silva,1988-02-07,IT,leslie.mansilla@coddiy.com,569-59929194,36634.07,Yerbas Buenas,2023-07-22,,Active,Male,Machine Learning Engineer
70976,Araceli Ángela Rojas Venegas,1979-11-25,Human Resources,araceli.rojas@coddiy.com,569-53438676,38055.98,Huara,2021-08-07,,Active,Male,Organizational Development Specialist
80933,Juan Oyarzo Fuentealba,1988-04-28,Finance,juan.oyarzo@coddiy.com,569-91422818,45024.72,Villa Alegre,2023-08-10,,Active,Male,Financial Analyst
74664,Julio Saldivia,1976-08-20,Marketing,julio.saldivia@coddiy.com,569-93186966,33406.24,Diego de Almagro,2020-10-27,2023-04-06,Inactive,Male,Brand Manager
83068,Gabriel Garrido Herrera,1988-06-07,Finance,gabriel.garrido@coddiy.com,569-33213441,35271.89,Monte Patria,2023-08-20,,Active,Male,Internal Auditor
76591,Pascuala Teresita Vargas Ramos,1974-07-23,Finance,pascuala.vargas@coddiy.com,569-45616733,31179.83,Rancagua,2020-04-30,2023-04-23,Inactive,Female,Tax Analyst
51441,Constanza Tamara Muñoz Astudillo,1986-06-21,Finance,constanza.munoz@coddiy.com,569-77354625,33549.65,Doñihue,2023-03-02,,Active,Female,Accountant
58004,Vicente Efraín Valenzuela Baeza,1994-10-11,IT,vicente.valenzuela@coddiy.com,569-35666124,34222.05,Paillaco,2025-02-22,,Active,Male,Business Intelligence Analyst
33251,Pedro Chamorro Benavides,1976-05-17,Marketing,pedro.chamorro@coddiy.com,569-48664474,32909.18,Castro,2020-10-05,,Active,Male,Brand Manager
80916,Marta María Farías Villarroel,1984-08-16,Marketing,marta.farias@coddiy.com,569-41194322,46185.38,Panguipulli,2022-09-22,,Active,Female,Communications Specialist
73300,Luis Carlos Reyes Silva,1976-04-26,Finance,luis.reyes@coddiy.com,569-82040914,41759.86,Ránquil,2020-09-30,2021-04-05,Inactive,Male,Tax Analyst
67235,Héctor Cid Roa,1987-08-02,Human Resources,hector.cid@coddiy.com,569-18077661,31271.66,La Unión,2023-06-07,,Active,Male,Labor Relations Specialist
59529,Matías Bravo,1988-07-16,Finance,matias.bravo@coddiy.com,569-56414736,49160.08,San Pablo,2023-08-29,,Active,Male,Risk Analyst
57448,Andrea Díaz Ríos,1978-04-30,Human Resources,andrea.diaz@coddiy.com,569-33812367,46525.24,Ninhue,2021-03-24,,Active,Female,Training and Development Specialist
61291,Úrsula Ana Pino Silva,1986-02-22,Finance,ursula.pino@coddiy.com,569-89070797,49499.61,Malloa,2023-02-02,,Active,Female,Accountant
45716,Erika Matilda Mora Morales,1978-03-19,Finance,erika.mora@coddiy.com,569-52038585,30676.66,Futaleufú,2021-03-14,,Active,Female,Controller
29464,Juan José Vallejos Rivera,1978-05-28,Human Resources,juan.vallejos@coddiy.com,569-85952873,42224.24,Cañete,2021-03-30,,Active,Male,HR Data Analyst
4537,Giovanna Patricia Reyes Herrera,1992-12-10,Finance,giovanna.reyes@coddiy.com,569-87367333,35311.92,Antofagasta,2024-09-15,,Active,Female,Compliance Analyst
36708,Tamara Victoria Leiva Figueroa,1977-06-05,Operations,tamara.leiva@coddiy.com,569-53748561,30404.95,San Pablo,2021-01-04,2024-04-02,Inactive,Female,Facilities Manager
36216,Carolina Virginia Sáez Córdova,1977-03-29,Finance,carolina.saez@coddiy.com,569-17357714,47140.43,Lago Ranco,2020-12-19,2022-06-07,Inactive,Female,Accounts Receivable Specialist
51835,Julio Ricardo Aravena Caro,1976-06-09,IT,julio.aravena@coddiy.com,569-44318924,38128.31,Saavedra,2020-10-10,,Active,Male,Network Administrator
71649,Darwin Viveros Arce,1975-02-13,IT,darwin.viveros@coddiy.com,569-33391826,45847.66,La Granja,2020-06-17,,Active,Male,Frontend Developer
19280,Ángela Millaray Ríos Arias,1991-06-11,Marketing,angela.rios@coddiy.com,569-83116756,33505.95,El Carmen,2024-05-08,,Active,Female,Performance Marketing Analyst
31329,Antonella Rosa Navarro Guzmán,1980-11-08,Finance,antonella.navarro@coddiy.com,569-28185091,32648.46,Pinto,2021-10-29,,Active,Female,Bookkeeper
19805,Bárbara Monsalve,1993-06-17,Operations,barbara.monsalve@coddiy.com,569-37097042,32249.71,La Reina,2024-10-30,2025-03-05,Inactive,Female,Inventory Analyst
52090,Boris José Valencia Muñoz,1993-09-14,IT,boris.valencia@coddiy.com,569-91979043,40663.84,Ancud,2024-11-20,2024-12-19,Inactive,Male,IT Project Manager
64696,Ingrid Ester Soto Pérez,1979-11-27,IT,ingrid.soto@coddiy.com,569-61738666,47867.68,Calbuco,2021-08-08,,Active,Male,Cloud Engineer
80397,Luciano Vallejos,1979-08-28,Human Resources,luciano.vallejos@coddiy.com,569-76668981,44944.96,Natales,2021-07-17,2022-09-21,Inactive,Male,Workforce Planning Analyst
22273,Liam Marchant,1980-05-25,IT,liam.marchant@coddiy.com,569-26762485,41370.23,Freire,2021-09-20,,Active,Male,IT Consultant
52601,Isidora Vergara,1983-06-16,Finance,isidora.vergara@coddiy.com,569-69152869,44224.39,Punitaqui,2022-06-13,,Active,Female,Controller
32630,Carlos Agurto González,1984-09-29,Human Resources,carlos.agurto@coddiy.com,569-36919280,36074.77,Mulchén,2022-10-03,2023-10-29,Inactive,Male,HR Coordinator
77198,Armando Felipe Pizarro Herrera,1990-09-12,Finance,armando.pizarro@coddiy.com,569-51116850,49452.11,Cauquenes,2024-03-04,,Active,Male,Accountant
22998,Silvia Carolina Pérez Muñoz,1993-08-11,IT,silvia.perez@coddiy.com,569-11516878,43611.29,Chañaral,2024-11-12,2025-03-13,Inactive,Female,Machine Learning Engineer
21217,Alicia Irma Rojas Gutiérrez,1979-12-26,Finance,alicia.rojas@coddiy.com,569-22977254,32572.82,Tierra Amarilla,2021-08-15,2022-03-14,Inactive,Female,Risk Analyst
65762,Andrea Muñoz,1975-01-06,Sales,andrea.munoz@coddiy.com,569-57659971,44282.03,Coihaique,2020-06-08,2020-07-13,Inactive,Female,Sales Representative
64389,Jacqueline Araya Ríos,1982-11-09,Operations,jacqueline.araya@coddiy.com,569-89566765,41687.19,Navidad,2022-04-22,,Active,Male,Manufacturing Supervisor
19380,Raúl Alexis Machuca Cabezas,1990-08-07,IT,raul.machuca@coddiy.com,569-82247630,37359.01,Padre Las Casas,2024-02-24,,Active,Male,Cloud Engineer
60246,Fernando José Mancilla Contreras,1989-02-23,Marketing,fernando.mancilla@coddiy.com,569-38327384,31105.82,Quillón,2023-10-21,,Active,Male,Product Marketing Manager
47387,Zoila Loyola Salamanca,1990-11-17,Finance,zoila.loyola@coddiy.com,569-29288933,40851.14,Lolol,2024-03-19,,Active,Female,Revenue Analyst
61722,Ximena Domínguez Rojas,1990-10-18,Human Resources,ximena.dominguez@coddiy.com,569-77974663,49315.51,Huasco,2024-03-12,,Active,Female,Workforce Planning Analyst
55731,Emilia María Aguilera González,1991-11-17,Sales,emilia.aguilera@coddiy.com,569-21564869,45345.26,Loncoche,2024-06-15,,Active,Female,Sales Consultant
23126,Amaro Poblete Rivera,1984-04-16,Human Resources,amaro.poblete@coddiy.com,569-98520425,38245.17,San Nicolás,2022-08-24,2024-09-27,Inactive,Male,People Operations Specialist
24247,Natalia Claudia Villarroel Saavedra,1976-04-12,Marketing,natalia.villarroel@coddiy.com,569-74981256,41174.66,Río Ibáñez,2020-09-26,,Active,Female,Marketing Coordinator
41882,Paula Moya Bastías,1980-05-25,Operations,paula.moya@coddiy.com,569-58535559,36991.37,Coihueco,2021-09-20,,Active,Female,Operations Coordinator
67022,Jonathan Rodrigo Aravena Fuentes,1993-12-19,Finance,jonathan.aravena@coddiy.com,569-63357457,35967.66,El Quisco,2024-12-13,,Active,Male,Accounts Receivable Specialist
34895,Claudia Sofía Mella Díaz,1986-01-21,Sales,claudia.mella@coddiy.com,569-94314612,38818.91,Villa Alemana,2023-01-25,2025-02-24,Inactive,Female,Sales Engineer
44334,Eduardo Castro Lagos,1978-07-17,Human Resources,eduardo.castro@coddiy.com,569-28438891,31219.35,Zapallar,2021-04-11,,Active,Male,Employee Relations Specialist
30317,Carlos Chamorro Zavala,1980-07-18,Marketing,carlos.chamorro@coddiy.com,569-27896386,34942.19,Chile Chico,2021-10-02,,Active,Male,Digital Marketing Analyst
32518,Sonia López,1978-04-12,Human Resources,sonia.lopez@coddiy.com,569-46566597,30229.27,Santiago,2021-03-19,2025-02-15,Inactive,Female,Payroll Specialist
13225,Héctor Castillo Galdames,1985-08-21,Sales,hector.castillo@coddiy.com,569-82725113,48868.63,Porvenir,2022-12-20,,Active,Male,Regional Sales Director
31738,Adrián Moreno,1978-10-03,Operations,adrian.moreno@coddiy.com,569-25257842,34283.75,Cerro Navia,2021-04-30,2024-03-14,Inactive,Male,Procurement Officer
41830,Jorge William Saavedra Flores,1987-05-03,Human Resources,jorge.saavedra@coddiy.com,569-97645146,43591.41,Ránquil,2023-05-16,2023-10-05,Inactive,Male,People Operations Specialist
81357,Margarita María Pacheco Aguayo,1979-11-01,Finance,margarita.pacheco@coddiy.com,569-91447174,45041.86,Sagrada Familia,2021-08-02,2024-11-04,Inactive,Female,Credit Analyst
69820,Edgardo Tello Ruiz,1976-08-13,Operations,edgardo.tello@coddiy.com,569-76852475,37395.73,La Reina,2020-10-26,,Active,Male,Operations Analyst
74161,José Cáceres Tapia,1978-11-16,Operations,jose.caceres@coddiy.com,569-41422260,44013.93,Río Claro,2021-05-10,,Active,Male,Distribution Supervisor
22200,Vicente Juan Carrasco Rodríguez,1989-10-21,IT,vicente.carrasco@coddiy.com,569-63461150,33881.49,Longaví,2023-12-17,,Active,Male,Database Administrator
17546,Pía Mariela Aros Bravo,1975-03-20,Finance,pia.aros@coddiy.com,569-11339884,37869.14,Chépica,2020-06-26,,Active,Female,Compliance Analyst
43971,Laura Henríquez Villalobos,1978-12-08,Sales,laura.henriquez@coddiy.com,569-27789065,31427.7,Lolol,2021-05-15,,Active,Female,Sales Engineer
8252,Rosa Castillo,1987-11-30,Human Resources,rosa.castillo@coddiy.com,569-67022299,34324.27,El Tabo,2023-07-06,,Active,Female,Employee Relations Specialist
32022,Yordan Cristian Hermosilla Sánchez,1993-06-15,Marketing,yordan.hermosilla@coddiy.com,569-87767264,36862.0,El Quisco,2024-10-30,2024-12-23,Inactive,Male,Marketing Director
7452,Iris Lagos,1988-06-26,Sales,iris.lagos@coddiy.com,569-51466124,36539.57,Carahue,2023-08-24,,Active,Male,Account Manager
80819,Feliciano Pineda,1976-11-20,Finance,feliciano.pineda@coddiy.com,569-27664422,42398.32,Licantén,2020-11-18,2022-06-22,Inactive,Male,Finance Director
28496,Reinaldo Carmona Rosales,1977-03-10,Marketing,reinaldo.carmona@coddiy.com,569-25590471,47553.67,Cobquecura,2020-12-14,,Active,Male,Marketing Operations Manager
67012,Marcela Lorena Silva González,1988-03-29,Operations,marcela.silva@coddiy.com,569-52060621,40154.68,San Rafael,2023-08-03,,Active,Female,Operations Analyst
32001,Eugenia Fabiola Gatica Gallardo,1978-02-24,IT,eugenia.gatica@coddiy.com,569-77179666,42025.43,Peñaflor,2021-03-08,,Active,Female,Machine Learning Engineer
65369,Juan Espinoza Yáñez,1982-08-02,Operations,juan.espinoza@coddiy.com,569-51924264,34293.06,Futrono,2022-03-29,2024-05-07,Inactive,Male,Operations Manager
71270,Rogelio León Fernández Tapia,1986-10-20,Finance,rogelio.fernandez@coddiy.com,569-30135328,33814.56,Pelluhue,2023-03-31,2024-08-19,Inactive,Male,Revenue Analyst
8204,Ángela María Montecino Valdés,1982-07-12,Sales,angela.montecino@coddiy.com,569-15628939,30264.24,San Juan de la Costa,2022-03-24,2025-03-24,Inactive,Female,Area Sales Manager
18804,Manuela Vásquez,1982-07-29,Sales,manuela.vasquez@coddiy.com,569-15092329,34770.14,Santa María,2022-03-28,,Active,Female,Account Manager
33077,Johanna Manríquez,1988-11-13,Sales,johanna.manriquez@coddiy.com,569-94436247,32272.12,Puchuncaví,2023-09-27,2025-03-25,Inactive,Female,Sales Engineer
80891,Maximiliano Ruiz Torres,1978-05-19,IT,maximiliano.ruiz@coddiy.com,569-25724916,45822.48,Puqueldón,2021-03-28,,Active,Male,QA Engineer
65214,Germán Benjamín Rivera Aliaga,1993-05-16,Operations,german.rivera@coddiy.com,569-24932572,41720.79,Cerrillos,2024-10-22,2025-02-25,Inactive,Male,Procurement Officer
19926,Paz Denisse Guzmán González,1978-02-27,Sales,paz.guzman@coddiy.com,569-62880577,35792.67,San Miguel,2021-03-09,,Active,Male,Account Manager
47397,Ángel Daniel Campos Jorquera,1989-01-29,Finance,angel.campos@coddiy.com,569-88616394,32745.15,El Monte,2023-10-15,,Active,Male,Tax Analyst
22511,Felipe Hernández Hernández,1985-01-29,Operations,felipe.hernandez@coddiy.com,569-82659287,39019.89,Lonquimay,2022-11-01,,Active,Male,Supply Chain Analyst
43471,Sara Ulloa Arias,1984-04-27,Marketing,sara.ulloa@coddiy.com,569-72280146,48062.95,Hualañé,2022-08-27,,Active,Female,Marketing Specialist
1215,Milton Muñoz-Figueroa,1989-07-13,Finance,milton.munoz-figueroa@coddiy.com,569-23265741,44384.33,Frutillar,2023-11-23,,Active,Male,Revenue Analyst
24670,Carmen Gallardo Castro,1984-08-26,Sales,carmen.gallardo@coddiy.com,569-22587296,45656.92,Torres del Paine,2022-09-25,,Active,Female,Sales Operations Analyst
46361,Antonia Ivonne Gutiérrez Maureira,1987-01-20,Finance,antonia.gutierrez@coddiy.com,569-25020413,32832.28,Santa Cruz,2023-04-22,,Active,Female,Accounts Payable Specialist
2559,Cristina Camila Martínez Carrasco,1980-09-03,Sales,cristina.martinez@coddiy.com,569-83772780,38882.78,Santa María,2021-10-14,,Active,Female,Sales Representative
13206,Catalina Sofía Acevedo Toledo,1981-08-19,Operations,catalina.acevedo@coddiy.com,569-66346028,33881.59,Máfil,2022-01-05,,Active,Female,Operations Analyst
21373,Nicole Leiva Villarroel,1975-11-01,Finance,nicole.leiva@coddiy.com,569-93121364,32530.47,Pica,2020-08-19,,Active,Female,Tax Analyst
58673,Rosa Juana Gatica Reyes,1984-03-09,Finance,rosa.gatica@coddiy.com,569-93137868,42183.45,Quinta de Tilcoco,2022-08-15,2024-04-27,Inactive,Female,Investment Analyst
4951,Marta Moreno,1975-04-15,IT,marta.moreno@coddiy.com,569-25387637,49281.61,Teno,2020-07-02,,Active,Female,Machine Learning Engineer
34634,Marilyn Belmar Salinas,1977-01-09,Finance,marilyn.belmar@coddiy.com,569-21634398,45129.68,Chillán,2020-11-30,,Active,Male,Bookkeeper
9959,Gabriela Amanda Rojas Reyes,1982-02-26,Human Resources,gabriela.rojas@coddiy.com,569-32615373,49998.76,Providencia,2022-02-20,,Active,Female,HR Manager
1436,Tránsito Rodríguez Alvarado,1989-09-11,Human Resources,transito.rodriguez@coddiy.com,569-80181214,33881.14,Quinta Normal,2023-12-08,,Active,Male,HR Business Partner
69198,Olivia Soto Sáez,1994-12-13,Finance,olivia.soto@coddiy.com,569-23882365,37191.79,Chanco,2025-03-09,,Active,Female,Finance Manager
34086,Eduardo David Ortiz Almonacid,1987-04-25,Human Resources,eduardo.ortiz@coddiy.com,569-94286687,35748.14,Placilla,2023-05-14,,Active,Male,Payroll Specialist
76508,René Sebastián Arias Cárcamo,1992-01-28,Operations,rene.arias@coddiy.com,569-56411817,31197.07,Peñaflor,2024-07-02,,Active,Male,Warehouse Manager
69460,Matías Osvaldo Valdés Castillo,1981-11-01,Sales,matias.valdes@coddiy.com,569-76189784,37437.75,Río Bueno,2022-01-23,,Active,Male,Enterprise Sales Executive
62088,Julia Sophia Correa Velásquez,1990-03-30,Sales,julia.correa@coddiy.com,569-12861860,36241.74,Pucón,2024-01-24,,Active,Female,Regional Sales Director
9629,Carlos Farías Orrego,1991-06-16,Marketing,carlos.farias@coddiy.com,569-27790212,48012.23,Coihaique,2024-05-09,2025-01-17,Inactive,Male,Growth Marketing Manager
42596,Josefa Castillo Gaete,1988-08-27,Operations,josefa.castillo@coddiy.com,569-67579178,39790.51,Yumbel,2023-09-08,,Active,Female,Distribution Supervisor
34958,Alexander León Rojas Contreras,1985-02-15,Human Resources,alexander.rojas@coddiy.com,569-34540346,43669.89,Nancagua,2022-11-05,,Active,Male,HR Director
17611,María Ana Pino Mardones,1976-03-07,Finance,maria.pino@coddiy.com,569-93248197,30100.35,Santa María,2020-09-18,,Active,Female,Budget Analyst
10578,José Troncoso Henríquez,1994-07-25,Marketing,jose.troncoso@coddiy.com,569-94394569,30199.48,Tierra Amarilla,2025-02-03,,Active,Male,SEO Specialist
39375,Víctor Hernández Salinas,1979-09-08,IT,victor.hernandez@coddiy.com,569-61482416,35122.19,Chépica,2021-07-20,,Active,Male,DevOps Engineer
1948,Carolina Mansilla Cabezas,1982-04-16,IT,carolina.mansilla@coddiy.com,569-63257799,42300.06,Pica,2022-03-03,2023-07-07,Inactive,Female,IT Support Specialist
68535,Andrea Huerta,1987-05-05,IT,andrea.huerta@coddiy.com,569-35161181,48730.06,Castro,2023-05-17,,Active,Female,Cloud Engineer
40862,Sabina Claudia Muñoz Díaz,1987-11-19,Sales,sabina.munoz@coddiy.com,569-46842067,34886.47,San Ramón,2023-07-03,2024-10-27,Inactive,Female,Sales Consultant
79263,Maximiliano Fermín Silva Vidal,1981-01-04,Finance,maximiliano.silva@coddiy.com,569-81115093,46447.95,Punta Arenas,2021-11-12,,Active,Male,Bookkeeper
53625,Cristian Álvaro Castro Ríos,1993-07-29,Sales,cristian.castro@coddiy.com,569-29192158,46059.1,Timaukel,2024-11-09,,Active,Male,Customer Success Manager
65193,María Carolina Bravo Andrade,1992-10-06,IT,maria.bravo@coddiy.com,569-29811710,39105.43,Paiguano,2024-08-31,,Active,Female,Systems Administrator
53873,Jacqueline Eloísa Herrera Pizarro,1988-09-17,Sales,jacqueline.herrera@coddiy.com,569-49671860,32571.78,Calera,2023-09-13,,Active,Male,Territory Manager
25091,Elisa Marta Alarcón Vivanco,1991-11-10,Human Resources,elisa.alarcon@coddiy.com,569-98998166,41139.07,Alto Biobío,2024-06-13,,Active,Female,Organizational Development Specialist
837,Emilia Cristina Díaz Collao,1988-01-04,Human Resources,emilia.diaz@coddiy.com,569-75554871,36709.05,Hualpén,2023-07-14,,Active,Female,Training and Development Specialist
67163,Anita Torres Salazar,1985-12-19,Marketing,anita.torres@coddiy.com,569-29633533,46969.18,Cartagena,2023-01-17,2024-09-15,Inactive,Female,PPC Specialist
24814,Tamara Almendra Quiroga Aravena,1994-06-28,Operations,tamara.quiroga@coddiy.com,569-50417988,39016.76,Cauquenes,2025-01-28,,Active,Female,Inventory Analyst
75996,León Cristóbal Soto González,1989-04-22,Sales,leon.soto@coddiy.com,569-75824011,45457.18,Vallenar,2023-11-04,,Active,Male,Sales Operations Analyst
30958,Caroline Elisabeth León Agurto,1980-07-31,Finance,caroline.leon@coddiy.com,569-75944647,39355.89,Río Verde,2021-10-06,,Active,Male,Controller
78099,Mirta Claudia Alfaro Alegría,1981-03-09,Human Resources,mirta.alfaro@coddiy.com,569-30370596,46050.26,Tomé,2021-11-27,,Active,Female,Talent Acquisition Specialist
58429,Francisca Torres,1992-10-26,Marketing,francisca.torres@coddiy.com,569-98478197,35458.34,Andacollo,2024-09-04,,Active,Female,Communications Specialist
71420,Paz Ormeño Olivares,1983-12-29,Operations,paz.ormeno@coddiy.com,569-86493516,43211.65,Rengo,2022-07-30,2023-02-23,Inactive,Male,Plant Manager
51938,Andrés Méndez Soto,1978-09-05,Operations,andres.mendez@coddiy.com,569-23439093,36652.3,Ñiquén,2021-04-23,,Active,Male,Plant Manager
16516,Juan Arredondo,1989-10-21,Marketing,juan.arredondo@coddiy.com,569-14825159,34597.38,Cañete,2023-12-17,,Active,Male,PPC Specialist
77306,Dayana Cecilia Zapata Vera,1976-07-10,Finance,dayana.zapata@coddiy.com,569-17725235,32721.07,María Pinto,2020-10-18,,Active,Female,Credit Analyst
